agent\.name,agent\.ip,rule\.id,rule\.description,data\.vulnerability\.severity,location,data\.win\.system\.severityValue,data\.win\.system\.systemTime,rule\.info,full_log
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow search and Cortana to use location' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable all apps from Microsoft Store' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Only display the private store within the Microsoft Store' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the Store application' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Notify Password Reuse' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow user control over installs' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Basic authentication' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disallow Digest authentication' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Basic authentication' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow unencrypted traffic' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: 180 or more days'., ,sca, , , , 
